4.356915596872568130e-03,1.156449317932128906e-03,1.535341260023415089e-03,8.389457128942012787e-03,1.613468863070011139e-02,5.731137394905090332e-01,6.521093659102916718e-03,7.698352914303541183e-03,5.361543968319892883e-03,1.136972159147262573e-01,5.361543968319892883e-03,2.189308218657970428e-02,7.106976117938756943e-03,5.944637656211853027e-01,8.092567920684814453e-01,8.359999954700469971e-02,9.094988703727722168e-01,3.462990000844001770e-02,8.097984828054904938e-03,1.786505281925201416e-01,2.054236084222793579e-01,1.535341260023415089e-03,9.748674184083938599e-02,3.834279254078865051e-02,6.153284907341003418e-01,3.466885089874267578e-01,1.280300691723823547e-02,1.374535169452428818e-02,9.073667228221893311e-02,4.410008434206247330e-03,7.106976117938756943e-03,1.754593290388584137e-02,9.990844875574111938e-03,1.016834750771522522e-02,1.305802073329687119e-02,3.105602860450744629e-01,6.318489089608192444e-03,1.748662441968917847e-01,3.503597155213356018e-02,5.877760052680969238e-01,8.904930949211120605e-02,7.540588974952697754e-01,2.772361226379871368e-02,7.410255819559097290e-02,3.077094554901123047e-01,4.895261228084564209e-01,6.545078754425048828e-01,6.849873811006546021e-02,1.525903679430484772e-02,2.094439715147018433e-01,7.773471530526876450e-03,1.759499125182628632e-02,5.884087830781936646e-02,4.391458630561828613e-01,6.113175768405199051e-03,4.926847293972969055e-02,1.089549064636230469e-02,4.824451804161071777e-01,3.454746603965759277e-01,3.308630883693695068e-01
9.260511957108974457e-03,3.109441371634602547e-03,3.293481888249516487e-03,1.303957961499691010e-02,4.888086020946502686e-02,5.642452239990234375e-01,7.555610965937376022e-03,1.172742806375026703e-02,1.196010597050189972e-02,2.335736006498336792e-01,1.196010597050189972e-02,4.090689495205879211e-02,9.844886139035224915e-03,5.386803746223449707e-01,7.679255008697509766e-01,9.036597609519958496e-02,8.526798486709594727e-01,9.972610324621200562e-02,1.449026819318532944e-02,1.006740182638168335e-01,2.195887863636016846e-01,3.584646619856357574e-03,1.054281741380691528e-01,4.238078370690345764e-02,5.785994529724121094e-01,2.004263252019882202e-01,2.054839208722114563e-02,1.713087037205696106e-02,9.897989779710769653e-02,1.034998148679733276e-02,9.844886139035224915e-03,1.777899079024791718e-02,1.126628089696168900e-02,1.968109235167503357e-02,3.107647597789764404e-02,2.090835571289062500e-01,1.548753492534160614e-02,2.158913314342498779e-01,5.709347873926162720e-02,5.607872605323791504e-01,5.561894178390502930e-02,8.062015771865844727e-01,3.583276644349098206e-02,8.201921731233596802e-02,3.563650548458099365e-01,2.063555270433425903e-01,7.098939418792724609e-01,7.817623019218444824e-02,2.419839240610599518e-02,2.077012807130813599e-01,1.410089991986751556e-02,5.901487171649932861e-02,5.821013823151588440e-02,2.083338648080825806e-01,1.701260916888713837e-02,7.918310165405273438e-02,1.997140422463417053e-02,5.656560659408569336e-01,4.543513357639312744e-01,2.931852340698242188e-01
2.564688771963119507e-02,5.549530033022165298e-03,7.216767407953739166e-03,3.181290626525878906e-02,6.344493478536605835e-02,4.974496066570281982e-01,2.652059309184551239e-02,2.814833633601665497e-02,1.393979508429765701e-02,3.465510606765747070e-01,1.515739038586616516e-02,4.602455347776412964e-02,1.140916626900434494e-02,3.409507572650909424e-01,5.549596548080444336e-01,9.868396818637847900e-02,7.532111406326293945e-01,4.696297645568847656e-02,9.831530973315238953e-03,7.420890778303146362e-02,2.074983716011047363e-01,6.814340595155954361e-03,1.520941853523254395e-01,6.315341591835021973e-02,3.634904623031616211e-01,1.170821711421012878e-01,2.984435297548770905e-02,2.288047224283218384e-02,7.082878053188323975e-02,2.634820155799388885e-02,1.140916626900434494e-02,3.438546136021614075e-02,1.334882155060768127e-02,2.128217183053493500e-02,4.934322461485862732e-02,1.575932800769805908e-01,1.462051179260015488e-02,1.306895166635513306e-01,5.469933152198791504e-02,4.290316998958587646e-01,4.261013865470886230e-02,5.066904425621032715e-01,3.472759947180747986e-02,5.699998885393142700e-02,2.805212140083312988e-01,1.655935645103454590e-01,5.237683057785034180e-01,1.523767709732055664e-01,2.339530363678932190e-02,3.363819420337677002e-01,1.651231758296489716e-02,7.909999042749404907e-02,6.228279694914817810e-02,1.291967183351516724e-01,2.867805399000644684e-02,1.046259999275207520e-01,3.181550651788711548e-02,5.423440337181091309e-01,2.990275025367736816e-01,1.742859333753585815e-01
9.559245780110359192e-03,1.176767167635262012e-03,2.999506425112485886e-03,1.615203917026519775e-02,3.429381176829338074e-02,5.061343908309936523e-01,8.975968696177005768e-03,1.191923953592777252e-02,1.081719901412725449e-02,1.588268727064132690e-01,1.081719901412725449e-02,4.430407285690307617e-02,1.324480306357145309e-02,5.559965968132019043e-01,8.354611396789550781e-01,7.709862291812896729e-02,9.105053544044494629e-01,7.776264846324920654e-02,1.719280704855918884e-02,1.146951913833618164e-01,2.106465101242065430e-01,3.856149502098560333e-03,5.151161178946495056e-02,5.058251693844795227e-02,4.447252154350280762e-01,2.907885909080505371e-01,2.203949727118015289e-02,2.237338945269584656e-02,1.163623705506324768e-01,7.092847954481840134e-03,1.324480306357145309e-02,1.677673310041427612e-02,1.480678189545869827e-02,1.637077517807483673e-02,3.192609921097755432e-02,1.846513301134109497e-01,7.964741438627243042e-03,2.068229019641876221e-01,2.822045050561428070e-02,6.416378021240234375e-01,4.859397560358047485e-02,8.158422708511352539e-01,2.375680394470691681e-02,9.960242360830307007e-02,1.758515089750289917e-01,2.545883357524871826e-01,6.839270591735839844e-01,5.234411358833312988e-02,1.564901694655418396e-02,1.781742721796035767e-01,8.854282088577747345e-03,5.307416617870330811e-02,4.667752236127853394e-02,2.662826180458068848e-01,1.132968068122863770e-02,6.537006795406341553e-02,1.243998948484659195e-02,4.867532849311828613e-01,4.340666532516479492e-01,3.201832473278045654e-01
2.520728111267089844e-02,5.053767934441566467e-03,6.280104164034128189e-03,3.007739037275314331e-02,6.141466274857521057e-02,4.886167049407958984e-01,2.324470691382884979e-02,2.878565900027751923e-02,1.260791253298521042e-02,3.637346327304840088e-01,1.386076118797063828e-02,4.649615287780761719e-02,1.047828793525695801e-02,3.571717441082000732e-01,5.898346900939941406e-01,9.529601037502288818e-02,7.299651503562927246e-01,4.732839390635490417e-02,8.631638251245021820e-03,8.719503134489059448e-02,2.299806773662567139e-01,5.888776388019323349e-03,1.465615779161453247e-01,7.152418047189712524e-02,4.027824401855468750e-01,1.234467104077339172e-01,2.917858213186264038e-02,2.358514629304409027e-02,6.432987004518508911e-02,2.590915188193321228e-02,1.047828793525695801e-02,3.171075507998466492e-02,1.254085171967744827e-02,2.036880142986774445e-02,4.553264379501342773e-02,1.607546359300613403e-01,1.515922043472528458e-02,1.335078030824661255e-01,6.378939002752304077e-02,4.347197413444519043e-01,4.249278083443641663e-02,5.181776881217956543e-01,3.390799835324287415e-02,5.744345858693122864e-02,2.905759811401367188e-01,1.673793345689773560e-01,5.565662980079650879e-01,1.293171197175979614e-01,2.521104179322719574e-02,3.397662341594696045e-01,1.624527201056480408e-02,6.669346988201141357e-02,6.776914000511169434e-02,1.466949433088302612e-01,2.738999016582965851e-02,1.170531809329986572e-01,3.302568942308425903e-02,5.812097191810607910e-01,2.984359264373779297e-01,1.882575303316116333e-01
3.118444606661796570e-02,1.738596707582473755e-02,1.424577087163925171e-02,3.906373679637908936e-02,7.986405491828918457e-02,5.044012069702148438e-01,3.036990761756896973e-02,3.579242527484893799e-02,2.586594782769680023e-02,2.867862880229949951e-01,2.992159314453601837e-02,5.377052351832389832e-02,2.200737409293651581e-02,2.408932894468307495e-01,5.489829778671264648e-01,1.312899589538574219e-01,6.267989277839660645e-01,9.061785042285919189e-02,2.515606395900249481e-02,8.697463572025299072e-02,3.170352876186370850e-01,1.461115200072526932e-02,1.671692878007888794e-01,5.842625349760055542e-02,3.751822412014007568e-01,1.253775209188461304e-01,3.624041751027107239e-02,4.017192125320434570e-02,7.417198270559310913e-02,2.557067386806011200e-02,2.321873791515827179e-02,3.011885099112987518e-02,2.367147244513034821e-02,2.910535410046577454e-02,5.448111519217491150e-02,1.588518470525741577e-01,2.878184057772159576e-02,1.715894192457199097e-01,6.853251904249191284e-02,3.852260410785675049e-01,5.123963207006454468e-02,4.922466278076171875e-01,5.171386525034904480e-02,7.622479647397994995e-02,3.098758161067962646e-01,1.594163477420806885e-01,4.402190446853637695e-01,1.775162667036056519e-01,4.292033985257148743e-02,2.718112468719482422e-01,2.829192951321601868e-02,1.347781121730804443e-01,8.366777747869491577e-02,1.052145287394523621e-01,4.251630976796150208e-02,1.238660290837287903e-01,4.093775525689125061e-02,4.681980013847351074e-01,2.987269163131713867e-01,1.968622058629989624e-01
3.353183856233954430e-03,1.205726293846964836e-03,3.106249030679464340e-03,1.490720454603433609e-02,1.611374877393245697e-02,6.524741649627685547e-01,5.729817319661378860e-03,9.303760714828968048e-03,1.073562353849411011e-02,2.468909472227096558e-01,1.332839019596576691e-02,2.978390268981456757e-02,1.136095914989709854e-02,6.280334591865539551e-01,8.901839852333068848e-01,8.404169231653213501e-02,8.700371980667114258e-01,3.439202532172203064e-02,2.012174576520919800e-02,1.399004459381103516e-01,1.576241999864578247e-01,3.880170872434973717e-03,1.024164929986000061e-01,5.681566148996353149e-02,5.693315267562866211e-01,2.395767718553543091e-01,2.355924434959888458e-02,2.348793111741542816e-02,8.688648790121078491e-02,7.209364324808120728e-03,1.233805902302265167e-02,1.013182662427425385e-02,1.590494439005851746e-02,1.562407799065113068e-02,2.316007763147354126e-02,2.974890470504760742e-01,5.836930125951766968e-03,2.282485216856002808e-01,3.248440474271774292e-02,6.791085004806518555e-01,5.128854140639305115e-02,8.168796300888061523e-01,1.545610651373863220e-02,8.121496438980102539e-02,3.099881410598754883e-01,2.231863737106323242e-01,6.781266927719116211e-01,9.689713269472122192e-02,9.413456544280052185e-03,2.485858201980590820e-01,6.784644443541765213e-03,5.629284679889678955e-02,6.207713112235069275e-02,4.265238344669342041e-01,9.817764163017272949e-03,7.338141649961471558e-02,9.149801917374134064e-03,3.694313168525695801e-01,4.477864801883697510e-01,3.243035674095153809e-01
4.287900775671005249e-02,3.241752460598945618e-02,2.242440544068813324e-02,3.480354323983192444e-02,8.011350035667419434e-02,4.717848300933837891e-01,3.123283572494983673e-02,3.797221928834915161e-02,3.503875806927680969e-02,2.691507339477539062e-01,3.552085161209106445e-02,4.640271514654159546e-02,2.674421668052673340e-02,3.433830738067626953e-01,4.699955880641937256e-01,2.238875478506088257e-01,5.591693520545959473e-01,7.053672522306442261e-02,2.856269106268882751e-02,6.818512082099914551e-02,2.874818146228790283e-01,2.230956591665744781e-02,1.231592372059822083e-01,4.602956026792526245e-02,3.132753968238830566e-01,8.756187558174133301e-02,3.797036409378051758e-02,3.689317777752876282e-02,7.256496697664260864e-02,3.411320596933364868e-02,2.711539342999458313e-02,4.040452465415000916e-02,2.637929096817970276e-02,3.497369959950447083e-02,5.609452724456787109e-02,1.163384318351745605e-01,4.382681846618652344e-02,1.000204235315322876e-01,4.814457148313522339e-02,3.755858242511749268e-01,4.715940356254577637e-02,4.130100309848785400e-01,5.681677535176277161e-02,6.179260462522506714e-02,3.152925074100494385e-01,9.400922805070877075e-02,4.399462044239044189e-01,2.058692872524261475e-01,5.247059836983680725e-02,2.595866322517395020e-01,3.190967068076133728e-02,1.608123630285263062e-01,6.741371005773544312e-02,8.700896054506301880e-02,5.304943770170211792e-02,1.616310775279998779e-01,5.329838022589683533e-02,4.425665736198425293e-01,3.706141412258148193e-01,1.344059854745864868e-01
5.683602299541234970e-03,2.004207577556371689e-03,2.056206809356808662e-03,1.115093100816011429e-02,2.182306535542011261e-02,6.170198321342468262e-01,7.538780570030212402e-03,1.063773129135370255e-02,6.729051470756530762e-03,1.486966162919998169e-01,6.729051470756530762e-03,2.816332690417766571e-02,9.310206398367881775e-03,5.436266064643859863e-01,8.124524950981140137e-01,1.076530143618583679e-01,8.905079364776611328e-01,5.266301706433296204e-02,1.203601993620395660e-02,1.537278145551681519e-01,2.395939826965332031e-01,2.056206809356808662e-03,7.070417702198028564e-02,4.791077226400375366e-02,5.543828606605529785e-01,2.988235354423522949e-01,1.726214773952960968e-02,1.577107608318328857e-02,9.559495002031326294e-02,5.683648400008678436e-03,9.310206398367881775e-03,1.849432848393917084e-02,1.082171965390443802e-02,1.342837419360876083e-02,1.540021132677793503e-02,2.581061124801635742e-01,8.235494606196880341e-03,1.561218947172164917e-01,4.424741491675376892e-02,5.151982903480529785e-01,7.320285588502883911e-02,7.450093626976013184e-01,3.139454126358032227e-02,8.180651068687438965e-02,3.293291330337524414e-01,4.321001470088958740e-01,6.487869024276733398e-01,6.489655375480651855e-02,1.700963266193866730e-02,2.511043548583984375e-01,9.927247650921344757e-03,2.772959508001804352e-02,5.637779459357261658e-02,2.878702580928802490e-01,1.020162180066108704e-02,6.199849769473075867e-02,1.676932536065578461e-02,5.422147512435913086e-01,3.977071344852447510e-01,3.024050593376159668e-01
2.953623421490192413e-02,1.760706119239330292e-02,1.470040809363126755e-02,4.342551156878471375e-02,7.907319813966751099e-02,4.962331950664520264e-01,2.817415818572044373e-02,3.352948278188705444e-02,2.901921421289443970e-02,2.858730256557464600e-01,3.353217989206314087e-02,5.055376142263412476e-02,2.319858223199844360e-02,2.445390522480010986e-01,5.070377588272094727e-01,1.385428607463836670e-01,6.338455080986022949e-01,9.420385956764221191e-02,2.393287234008312225e-02,8.589556813240051270e-02,3.208836019039154053e-01,1.589469239115715027e-02,1.565260291099548340e-01,6.072334200143814087e-02,3.683001399040222168e-01,1.201835200190544128e-01,3.890296816825866699e-02,4.334429278969764709e-02,7.753929495811462402e-02,2.618988603353500366e-02,2.319858223199844360e-02,2.868244424462318420e-02,2.415728382766246796e-02,2.975176647305488586e-02,5.180311575531959534e-02,1.489270329475402832e-01,3.205043822526931763e-02,1.770281642675399780e-01,6.560697406530380249e-02,3.979866802692413330e-01,4.914178326725959778e-02,4.994635879993438721e-01,5.585368722677230835e-02,7.968600094318389893e-02,3.048787117004394531e-01,1.508090496063232422e-01,4.471403062343597412e-01,1.753372699022293091e-01,4.896752536296844482e-02,2.459624409675598145e-01,3.005055524408817291e-02,1.383117139339447021e-01,8.343555778264999390e-02,9.583941102027893066e-02,4.476612806320190430e-02,1.175224035978317261e-01,4.551574960350990295e-02,4.687378108501434326e-01,3.174631893634796143e-01,1.897291541099548340e-01
